product_id,product_name,product_name_original,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm
1c1890ba1779090cd54008a3c3302921,Luminária Pendente Moderna,Creme Dental Branqueador 90g,moveis_decoracao,27,158,4,2550,29,24,45
518ef5de2c2b3a255e326a4594ba15d9,Cama Mesa Banho - 800g - 36x8x16cm,Fralda Ecológica Tam M (50un),cama_mesa_banho,27,329,2,800,36,8,16
e3e020af31d4d89d2602272b315c3f6e,Creme Dental Branqueador 90g,Lixeira Automática 12L,beleza_saude,58,1987,3,75,21,7,13
8b41fbc2b984a12030090112324d1bc4,Fralda Ecológica Tam M (50un),Necessaire Viagem 3 Compartimentos,bebes,55,1627,1,500,20,13,13
d03bd02af9fff4b98f1c972315e5e9ef,Prateleira Flutuante para Sala,Pendrive 32GB USB 3.0,moveis_decoracao,56,209,1,1800,40,10,30
8ba4f2a4ae695d26e5626c1bf710975e,Lixeira Automática 12L,Balão de Voleibol Praia,utilidades_domesticas,52,968,1,900,50,5,50
f6574524b07d5bb753bab6f35abe2d06,Necessaire Viagem 3 Compartimentos,Pulverizador de Jardim 2L,malas_acessorios,52,573,5,3600,35,25,50
c78b767da00efb70c1bcccab87c28cd5,Pendrive 32GB USB 3.0,Luminária Pendente Vintage,informatica_acessorios,35,1101,2,300,42,2,30
a0253d43394dd4da9a5d7b1f546f1a32,Teclado Multimídia ABNT2,Cadeira Presidente Ergonômica,informatica_acessorios,59,1890,2,740,23,13,13
051b9ff13dd55c0a6655a15ff296f80d,Balão de Voleibol Praia,Bola de Futebol Oficial,esporte_lazer,50,529,2,3600,62,23,23
47859fca9dd7485cbd93c3e8993bb74f,Cama Mesa Banho - 650g - 16x10x16cm,Aromatizante Automotivo Baunilha,cama_mesa_banho,45,206,1,650,16,10,16
e1d1d22e9f8122a4ec1533b032c12562,Pulverizador de Jardim 2L,Webcam Full HD 1080p,ferramentas_jardim,49,1163,9,2150,70,8,34
20e37962088a4061d3578def47a8648b,Luminária Pendente Vintage,Espelho Decorativo Ovalado,moveis_decoracao,60,208,1,800,40,10,34
1eba879220bd0981a0e2fbab499ed4e1,Cadeira Presidente Ergonômica,Boneca Articulada 30cm,moveis_escritorio,57,476,1,8950,52,51,17
ce5b91848b91118daffb3af53b747475,Bola de Futebol Oficial,Producto Genérico 3,esporte_lazer,50,699,4,1388,34,9,31
5370b82a213393979691c98074265584,Andador Infantil Musical,Andador Infantil Clássico,bebes,52,708,9,7950,33,30,44
b8dac5113b06a97e64943234522572b9,Aromatizante Automotivo Baunilha,Caneta 3D Iniciante,automotivo,43,1062,2,6000,87,3,42
750cf819d127191920eda79a4b6fb479,Webcam Full HD 1080p,Shampoo Anticaspa 500ml,eletronicos,31,806,1,263,18,12,16
e6af694343b45b56304ad91974a110b9,Kit de Limpeza Multiuso (5pç),Suporte de Celular Articulado,utilidades_domesticas,37,352,1,3900,19,20,15
680874c570dad71c0a2844cfbf417054,Espelho Decorativo Ovalado,Limpa Para-brisas 1L,moveis_decoracao,47,502,1,600,25,25,25
8b3a9476f74f5297f7ff0ec6d95fe1ea,Prateleira Flutuante para Sala,"Mochila Executiva 15.6""",moveis_decoracao,63,254,2,2050,49,13,41
1c6fb703c624b381a20f21f757694866,Boneca Articulada 30cm,Chinelo Slide Unisex 39,brinquedos,33,471,2,725,22,17,15
db46052aed7dff59ba38cf2fe29b87f9,Cama Mesa Banho - 6kg - 45x15x35cm,Carregador Rápido USB-C 20W,cama_mesa_banho,56,509,4,6350,45,15,35
b864b103180d5a6a3f830e67f93e8735,Andador Infantil Clássico,Luminária LED Multicolorida,bebes,47,980,4,600,70,11,11
7a8dac4aaa16bc642e4df33adcf03303,Camiseta Geek Estampada,Caderno Universitário 200fls,cool_stuff,38,1701,2,11750,18,40,79
83b9bc6aae6f527ff6aafb9e01d6cbf3,Jogo de Blocos 200pç,Creme Dental Branqueador 120g,brinquedos,20,866,3,2550,22,32,38
5f504b3a1c75b73d6151be81eb05bdc9,Caneta 3D Iniciante,Producto Genérico 4,cool_stuff,38,1176,3,15350,47,40,47
bbf920aa6ac72007a726e6f419156f8f,Espelho Decorativo Ovalado,Marcador Permanente Preto (12un),moveis_decoracao,42,303,2,1300,25,16,25
c3b7e4d83e530c27a8e6368296aece48,Prateleira Flutuante para Sala,Kit de Poda (Tesoura + Serrote),moveis_decoracao,60,1972,2,850,69,11,11
c5d8079278e912d7e3b6beb48ecb56e8,Shampoo Anticaspa 500ml,Producto Genérico 9,beleza_saude,60,330,1,1300,19,28,17
5eaa343860dc445b3fd43d1b682809fd,Raquete de Tênis Júnior,Cimento Portland 50kg,esporte_lazer,53,3218,5,4800,60,30,15
b5cfb1d3c5e435a7a52227e08f220ee7,Suporte de Celular Articulado,Relógio Casual Feminino,cool_stuff,55,410,2,1300,36,16,24
334479e94cba98064050db1c9636e244,Limpa Para-brisas 1L,Caneca Criativa 350ml,automotivo,57,311,1,220,18,14,17
3fcd8dfe610c62edfb51de2630cd9ef4,Fralda Ecológica Tam M (50un),Furadeira de Impacto 500W,bebes,50,509,4,5700,41,17,49
4c8056caed5757810b9a68b83c3759e6,"Mochila Executiva 15.6""",Arranhador para Gatos 60cm,malas_acessorios,53,1291,2,450,20,40,30
30e77af9e7759bbaa0305d2fbc605dc4,Chinelo Slide Unisex 39,Producto Genérico 7,fashion_calcados,60,402,2,2000,32,12,37
92bf5d2084dfbcb57d9db7838bac5cd0,Carregador Rápido USB-C 20W,Colônia Esportiva 150ml,telefonia,51,427,2,100,19,3,11
fdeb34a9f03fea7c3937dd62d1d0287e,Luminária LED Multicolorida,Bateria Eletrônica Compacta,cool_stuff,58,1252,1,1100,30,20,23
1065dbb6b0bf03daaedab1236979e296,Caderno Universitário 200fls,Producto Genérico 8,papelaria,49,488,3,1400,38,40,39
0d826eba8e0a2ae3bca9e3a947dd756d,Jogo de Blocos 200pç,Raquete de Tênis Profissional,brinquedos,50,423,4,250,20,14,12
f8f6fd145cc00519283cf3100477b2b3,Raquete de Tênis Júnior,Película de Vidro Temperado Universal,esporte_lazer,47,956,1,1050,25,20,14
4e04ffb7dd3739ecfc37de8927dd586c,Caderno Universitário 200fls,Prateleira Flutuante para Livros,papelaria,59,144,1,500,24,7,16
36555a2f528d7b2a255c504191445d39,Creme Dental Branqueador 120g,Limpa Para-brisas 500ml,beleza_saude,51,1069,1,1467,23,16,20
22937a73f92a33040ab4e2540355a5d8,Fashion Bolsas E Acessorios - 100g - 16x5x11cm,Relógio Esportivo com GPS,fashion_bolsas_e_acessorios,50,554,3,100,16,5,11
dc21247da0290904ffbbcd5953c76f95,Marcador Permanente Preto (12un),Fralda Ecológica Tam G (50un),papelaria,41,92,1,100,16,5,16
9020ce7adcc384b2899ae87ddc54767b,Marcador Permanente Preto (12un),Producto Genérico 6,papelaria,43,198,2,300,23,7,15
bfc1d1c62b1f7f401d8d9dda962bb870,Raquete de Tênis Júnior,Lixeira Automática 5L,esporte_lazer,50,255,2,950,60,15,15
6fef6d87bb6c2eb11d57a967209219a8,Kit de Poda (Tesoura + Serrote),Massa Corrida PVA 25kg,ferramentas_jardim,33,200,1,250,17,3,11
1e5428c428e0f783acd6e3d94ba4ee2a,Pcs - 12kg - 27x50x53cm,Ração Seca Cães Adultos 15kg,pcs,55,1067,1,12000,27,50,53
94080f9219044d897195e2be145945dc,Aromatizante Automotivo Baunilha,Necessaire Viagem 5 Compartimentos,automotivo,60,1543,6,921,17,9,16
d0389f20b3d11de54e1e4561df147683,Cimento Portland 50kg,Ámbar Noche Eau de Parfum,casa_construcao,55,1441,1,10000,60,25,25
3e9b58f1436820c248d3f98d7229bb14,Relógio Casual Feminino,Ventilador de Coluna 45cm,relogios_presentes,56,489,2,250,16,11,11
575c38b4c88fc7b35ef22fc8312bfe1b,Caneca Criativa 350ml,Carregador Rápido USB-C 30W,cool_stuff,57,992,3,1200,44,20,20
556702ebb73d3786a852ad3d5a8ad268,Furadeira de Impacto 500W,Teclado Gamer Mecânico RGB,construcao_ferramentas_construcao,54,339,1,4800,25,8,25
a3a03c131926ec14d4c9f3ef03016b24,Arranhador para Gatos 60cm,Headset Gamer 7.1 Surround,pet_shop,54,463,1,700,40,20,20
e586ebb6022265ae1eea38f46ffe3ead,Creme Dental Branqueador 120g,Controle com Fio para Xbox Series X,beleza_saude,40,1469,3,1050,18,21,27
278b3c6462e86b4556b99989513ddf73,Eletroportateis - 350g - 20x20x20cm,Relógio Esportivo Resistente à Água,eletroportateis,58,587,3,350,20,20,20
0d009643171aee696f4733340bc2fdd0,Colônia Esportiva 150ml,Jogo de Blocos 100pç,perfumaria,52,150,1,422,21,16,18
be1be330cf34043d1c40d6114cbd11b5,Relógio Casual Feminino,Sanduicheira Elétrica Grill,relogios_presentes,51,484,1,317,19,13,16
07f01b6fcacc1b187a71e5074199db2d,Agro Industria E Comercio - 16kg - 63x66x56cm,Trem Elétrico com Trilhos,agro_industria_e_comercio,39,430,1,16400,63,66,56
75b4372e69a42f8ae1d908c076f547b2,Creme Dental Branqueador 120g,Shampoo Anticaspa 300ml,beleza_saude,22,1313,1,938,29,22,23
3569d4374a919941a50f57371b1dc93d,Shampoo Anticaspa 500ml,Tábua de Picar Bambu (3pç),beleza_saude,37,1168,1,2700,21,16,31
a3c95dc653d9a279b160bc0179385ed1,Cama Mesa Banho - 1kg - 30x18x30cm,Cadeira Giratória para Escritório,cama_mesa_banho,39,1146,1,1750,30,18,30
0992c6cba95a13bfa68ea7d5e22d478b,Kit de Poda (Tesoura + Serrote),Relógio Casual Masculino,ferramentas_jardim,42,671,1,3850,29,12,24
b1eae565a61935e0011ee7682fef9dc9,Colônia Nativa 200ml,Aromatizante Automotivo Lavanda,perfumaria,49,460,2,267,17,13,17
2734390ee304b0f4817b3c233094fc16,Bateria Eletrônica Compacta,Teclado Mecânico RGB,instrumentos_musicais,59,2367,3,16200,55,40,40
32ee3f4e2493045726807808d7abbab6,Cama Mesa Banho - 1kg - 38x9x27cm,Pacote de Canetas Esferográficas (10un),cama_mesa_banho,54,381,2,1400,38,9,27
c2367eda4f9623d0355dc5d7796d857a,Cama Mesa Banho - 6kg - 100x10x11cm,Livro O Poder do Hábito,cama_mesa_banho,50,607,1,6450,100,10,11
7f34b85142d1ef9e077a0da9ada27385,Luminária Pendente Vintage,Mouse Sem Fio 2.4GHz,moveis_decoracao,59,1750,3,2300,105,3,70
c478b1bbf9ec8c5691f37ccb83187386,Teclado Multimídia ABNT2,Trem Elétrico com Luzes e Som,informatica_acessorios,55,163,2,300,25,8,18
f9ecf420c38b90a8af8e7f70fd789264,Raquete de Tênis Profissional,Cortador de Grama Manual,esporte_lazer,43,101,1,600,50,10,12
3a6a0247ced9dcb444b46caafdcdd368,Shampoo Anticaspa 500ml,Caixa de Som Portátil 10W,beleza_saude,60,2497,1,3600,20,20,20
adf591c625cb265c12bc6749d3a2f757,Creme Dental Branqueador 90g,Sandália Rasteira Feminina 36,beleza_saude,60,1146,6,150,20,24,33
3e0f398b664b26e3224c79dbf435191f,Bola de Futebol Oficial,Martelo de Aço 800g,esporte_lazer,57,900,4,400,16,4,11
64c8f1a52b407d92518a1f8b79240a70,Película de Vidro Temperado Universal,Brinquedo Mordedor para Cães,telefonia,49,319,1,100,18,6,11
af16005fca813272caf59c432153949e,Prateleira Flutuante para Livros,Fone de Ouvido Bluetooth 5.0,moveis_decoracao,55,1186,2,800,53,8,20
e6a1ff3552ba3305c1cf0a4dde50347f,Limpa Para-brisas 500ml,Protetor Solar FPS 50,automotivo,58,703,6,5250,47,19,23
d8a405c732027a2af3187b031890933d,Aromatizante Automotivo Baunilha,Organizador de Gavetas 3 Níveis,automotivo,50,361,1,200,35,4,26
ce94e3c41145e28428cdae952a1fd7f2,Relógio Esportivo com GPS,Lienzo de Algodón 50x60cm,relogios_presentes,58,899,2,335,17,11,12
3f0f8de616df6efb39a48f3c64eea974,Cama Mesa Banho - 1kg - 50x12x12cm,Liquidificador 600W,cama_mesa_banho,49,701,1,1300,50,12,12
6ddc95e87149457c4c5177b0a474a9ba,Luminária Pendente Vintage,Gaveteiro 3 Gavetas,moveis_decoracao,47,1405,3,150,35,2,25
a2e2851eae0aebb8ee4df32348b42e2b,Teclado Multimídia ABNT2,Capa para Samsung Galaxy S23,informatica_acessorios,59,504,3,367,16,4,11
723f62c36c298037716bf60c0ad0df3a,Relógio Casual Feminino,Tênis Esportivo Masculino 40,relogios_presentes,57,276,4,250,16,2,11
b2b3503e675abbc07e278151da072ed2,Espelho Decorativo Ovalado,Violão Acústico Cutaway,moveis_decoracao,46,287,1,8500,75,25,55
c18c01e09509a509e2b88d3ed40c580e,Fralda Ecológica Tam G (50un),Chave de Fenda 6x100mm,bebes,46,1039,1,2150,42,25,15
a41e356c76fab66334f36de622ecbd3a,Produto - 650g - 17x14x12cm,Mouse Óptico USB,,,,,650,17,14,12
e7cad5e8ed9b92e788262ad710c33bd0,Raquete de Tênis Júnior,Cortador de Grama Sem Fio,esporte_lazer,56,663,4,150,16,5,11
c33d78b97260227119fb2b71be168fca,Cama Mesa Banho - 650g - 27x10x22cm,Teclado Musical 61 Teclas,cama_mesa_banho,39,170,1,650,27,10,22
e8fd6f481db77b847e7ab93fa1510e7e,Eletroportateis - 2kg - 20x26x32cm,Mesa de Escritório 120x60cm,eletroportateis,53,794,4,2700,20,26,32
67bea89008edcb996cfe4e3d062b62a8,Lixeira Automática 5L,Umidificador de Ar 2L,utilidades_domesticas,56,414,1,1200,23,22,16
e8e86cbab028363545a5bf0ca5e226ee,Moveis Sala - 6kg - 55x10x46cm,Caderno Universitário 100fls,moveis_sala,36,312,2,6050,55,10,46
c12b64bf0861a27e0f06c36ef82f457d,Raquete de Tênis Profissional,Carregador Veicular Bluetooth FM,esporte_lazer,53,425,1,150,16,6,11
6f0169f259bb0ff432bfff7d829b9946,Massa Corrida PVA 25kg,Capa para iPhone 13,casa_construcao,58,918,6,1050,16,20,16
b6f3b8136ba8302906df7e11ff908751,Ração Seca Cães Adultos 15kg,Livro Sapiens: Uma Breve História da Humanidade,pet_shop,36,617,1,1350,23,7,30
2be2be0a6a5916840503fdf50808ebcb,Lixeira Automática 5L,Perfume Aventus 100ml,utilidades_domesticas,41,270,1,600,36,6,19
8efa775719397f78f79c8e5c7b0afbd4,Luminária Pendente Moderna,Smartwatch Série 7,moveis_decoracao,22,275,1,1000,30,18,18
9e87e3ee09baee5f5c0513ff37bc60ab,Cama Mesa Banho - 1kg - 43x8x33cm,Coleira Antipulgas 8 Meses,cama_mesa_banho,58,381,2,1550,43,8,33
a0abcee0132a5aed003d98e459b37698,Cama Mesa Banho - 2kg - 45x13x35cm,Fogão 4 Bocas Inox,cama_mesa_banho,58,223,1,2700,45,13,35
7f6308ba4057a6a740af7b4dcfb79c13,Carregador Rápido USB-C 20W,Parafusadeira Elétrica 12V,telefonia,63,1930,9,200,19,5,11
1eb4a9aee05c9cad041e09add2a26d68,Necessaire Viagem 5 Compartimentos,Martelo de Aço 500g,malas_acessorios,51,244,1,800,38,8,28
8da90b37f0fb171b4877c124f965b1f6,Ámbar Noche Eau de Parfum,Marcador Permanente Preto (5un),perfumaria,56,733,3,377,18,13,15
712a72a78ffb66cb6eee87eebbf54519,Bola de Futebol Oficial (Edição Especial),"Mochila Executiva 17""",esporte_lazer,52,1049,3,400,45,22,43
c5fb7fbe39f4e09e048ffbc5b28db49a,Sinalizacao E Seguranca - 450g - 16x5x16cm,Tapete Higiênico Cachorro 40x50cm,sinalizacao_e_seguranca,51,1212,1,450,16,5,16
f17b05cc8a7651896df8c30884200e9a,Ventilador de Coluna 45cm,Controle Sem Fio para PS5,climatizacao,30,547,1,2000,32,51,16
55ec10b39713ee81ee2c5bcb558cf866,Fashion Bolsas E Acessorios - 300g - 16x2x11cm,Ventilador de Mesa 40cm,fashion_bolsas_e_acessorios,53,1398,1,300,16,2,11
c190c4fe582c5b7ffff586506de83f01,Espelho Decorativo Ovalado,Carregador Portátil 10000mAh,moveis_decoracao,34,160,1,250,26,14,14
f908df99196805b5bc4ada9ef510b11b,Raquete de Tênis Júnior,Telha de Fibrocimento 2.44m,esporte_lazer,57,245,2,1950,60,15,15
ac5bae85a895724330c4acddd581b02b,Carregador Rápido USB-C 30W,Batedeira Planetária 400W,telefonia,50,1254,2,500,16,15,11
d8dee61c2034d6d075997acef1870e9b,Produto - 300g - 16x7x20cm,Bota Social Masculina 41,,,,,300,16,7,20
cbaff83e2c00a2b731d27276bbf52082,Set de Pintura Acrílica 12 Cores,Mouse Gamer 16000 DPI,artes,59,1431,6,7900,70,15,70
ad67f74682943e3857eebf3ca2538d1a,Cama Mesa Banho - 1kg - 41x9x34cm,Livro Mindset: A Nova Psicologia do Sucesso,cama_mesa_banho,53,261,2,1800,41,9,34
1e12f1836c1f08b25ef78fcdf76fbf08,Kit de Poda (Tesoura + Serrote),Tênis Esportivo Feminino 35,ferramentas_jardim,60,884,1,900,37,3,23
acd427ee119d5c71c7a85ae488cb0a6a,Fashion Bolsas E Acessorios - 200g - 16x2x11cm,Estante Organizadora 6 Prateleiras,fashion_bolsas_e_acessorios,52,68,7,200,16,2,11
60cf4effb6947283fa638d570bd07318,Fralda Ecológica Tam M (50un),Set de Pincéis Profissionais 10pç,bebes,30,410,4,4500,80,70,28
51fed4afb1b41d00ad9d25a73b7fbbc7,Teclado Gamer Mecânico RGB,Aquecedor Elétrico 400W,consoles_games,48,303,3,250,21,7,15
bb09cce52b336261572a5a7e25a33795,Kit de Limpeza Multiuso (5pç),Livro O Investidor Inteligente,utilidades_domesticas,59,943,1,550,16,25,12
65a6462e42e05ab3b8dc613566736825,Necessaire Viagem 3 Compartimentos,Tinta Acrílica Fosca Branco 3.6L,malas_acessorios,49,540,4,1100,39,12,28
f2396540fbfac27b5117f0dbd6744b50,Cama Mesa Banho - 3kg - 40x20x40cm,"Sifão de Pia 1.1/2""",cama_mesa_banho,53,222,1,3600,40,20,40
70d1bd3a042448105a71d0b41ecbc96b,Headset Gamer 7.1 Surround,Set de Pintura Acrílica 24 Cores,consoles_games,56,235,1,100,16,3,11
0075c14603d80515e20908c156ceb47b,Raquete de Tênis Júnior,Livro O Homem Mais Rico da Babilônia,esporte_lazer,50,329,2,150,16,18,16
5a42f73d92034010a4e00360fb0df099,Balão de Voleibol Praia,Ar Condicionado Portátil 12000 BTUs,esporte_lazer,55,144,1,3775,18,13,16
bcd58b852a3b0152b6b384c4e4474ba2,Camiseta Geek Estampada,Lienzo de Algodón 30x40cm,cool_stuff,59,797,2,1400,25,20,20
2bfb0bdbcea77da2879f0ef3be9a219e,Controle com Fio para Xbox Series X,,consoles_games,53,439,5,900,22,7,18
87fb220044e9aca16fbec51c6c997aa0,Relógio Esportivo Resistente à Água,,relogios_presentes,60,438,2,250,20,12,20
484bf1dff778a416389aafd0dee1cb11,Jogo de Blocos 100pç,,brinquedos,55,852,1,350,21,9,16
56139431d72cd51f19eb9f7dae4d1617,Produto - 200g - 20x20x20cm,,,,,,200,20,20,20
3cef8174403f4fdedbf24fa67fa9f132,Berço Portátil Dobrável,,bebes,39,805,3,1800,18,32,27
003938452c98ff9ab28e9e7b4bfe97ab,Moveis Sala - 5kg - 50x8x50cm,,moveis_sala,52,420,2,5050,50,8,50
8d6cb00151d423c52855385c89f0bae8,Aromatizante Automotivo Baunilha,,automotivo,58,386,1,27100,50,50,50
5877301b00f95e3c6118738b293dfab3,Sanduicheira Elétrica Grill,,eletrodomesticos,50,273,1,1500,65,8,38
e0bbe6292471ff5ab3752414baf78111,Relógio Casual Feminino,,relogios_presentes,43,572,2,500,16,11,11
dd768d259ee6054e0dadd66c8e2be0b6,Cama Mesa Banho - 350g - 16x10x16cm,,cama_mesa_banho,52,700,2,350,16,10,16
fc2edee55f4118969f4dc49f7a717605,Limpa Para-brisas 500ml,,automotivo,47,1548,3,500,16,12,17
b521fddf2c8a7e7d1791bfb3c1b2f278,Raquete de Tênis Profissional,,esporte_lazer,55,448,1,1000,20,20,20
46b48281eb6d663ced748f324108c733,Produto - 18kg - 41x30x41cm,,,,,,18500,41,30,41
db7e6804f1a8206a7e51c9a741a09d9e,Trem Elétrico com Trilhos,,brinquedos,51,410,2,300,24,11,24
50556c630443502c11acde1c320fe278,Creme Dental Branqueador 120g,,beleza_saude,59,257,1,250,16,2,20
88d2c501ec765f5d7e8038fa6aab0e62,Shampoo Anticaspa 300ml,,beleza_saude,51,863,1,10700,40,40,40
722fb67c17907e21734449c091420bf5,Tábua de Picar Bambu (3pç),,utilidades_domesticas,29,290,1,1700,32,21,22
43b6d9e46e1e6b8ac743a1c31e462937,Kit de Poda (Tesoura + Serrote),,ferramentas_jardim,31,680,1,7700,39,28,25
1ffe365aa7583189e63f2fa4f060b269,Bola de Futebol Oficial (Edição Especial),,esporte_lazer,57,785,4,5200,20,60,35
3014e35fd70fce29095ced5cdc89f4ce,Carregador Rápido USB-C 20W,,telefonia,51,244,1,125,17,10,14
e869d449cc32881790ef9af9b4c670f8,Cadeira Giratória para Escritório,,moveis_escritorio,50,2220,1,15700,58,28,58
a1b3a75aaaee5c9a683f2266c088f720,Relógio Casual Masculino,,relogios_presentes,53,599,2,350,16,11,11
7fdbc1ecf5fdf5c98d9b14e110133eb3,Bola de Futebol Oficial,,esporte_lazer,57,649,1,213,16,10,13
15b3d40f375c0645c1eed4ed1cd8e17a,Fashion Bolsas E Acessorios - 150g - 16x11x11cm,,fashion_bolsas_e_acessorios,30,401,3,150,16,11,11
1cf39a397efa955b102a52ee7ec5531c,Aromatizante Automotivo Lavanda,,automotivo,35,907,3,18200,56,15,15
f9471562478eba8761bc985b968a0092,Tábua de Picar Bambu (3pç),,utilidades_domesticas,38,390,1,850,18,21,15
e96bac5656eaec25f3d76757fa16d9d3,Cimento Portland 50kg,,casa_construcao,55,918,6,1050,16,20,16
16b06ede456b922e56fbb4b3818aa875,Fashion Bolsas E Acessorios - 200g - 16x9x11cm,,fashion_bolsas_e_acessorios,48,382,5,200,16,9,11
c7147724cd430269c6296fc758c0a086,Lixeira Automática 12L,,utilidades_domesticas,32,42,1,300,16,15,11
dbb399a8be7395d5b136d49fcdce13df,Teclado Mecânico RGB,,informatica_acessorios,47,764,1,200,23,9,13
ed46d1fbd7bf78ce79910c09fb892abb,Raquete de Tênis Profissional,,esporte_lazer,52,406,1,800,20,25,25
d458378a178cd7cae60052319cebf235,Pacote de Canetas Esferográficas (10un),,papelaria,50,198,2,200,24,7,14
596363933adf57df745ecbc8afeec226,Raquete de Tênis Profissional,,esporte_lazer,50,853,1,698,46,10,14
4473f3e5c65952b074ef987fa5c24662,Carregador Rápido USB-C 30W,,telefonia,59,776,6,350,17,4,12
8c9faf6aabee9b2a30b83f92d786f6de,Livro O Poder do Hábito,,livros_interesse_geral,50,2913,3,1000,24,5,17
8e71b24c3e25a92fef6176120a67fac7,Mouse Sem Fio 2.4GHz,,informatica_acessorios,53,585,1,783,21,13,28
828fe032935d7c1901682e5b6cc076c2,Colônia Esportiva 150ml,,perfumaria,48,1063,2,600,20,20,20
19502a282608c5627fb32e22724727fc,Trem Elétrico com Luzes e Som,,brinquedos,47,181,1,11650,55,30,30
df473738565b52f77b4e22b328b41576,Construcao Ferramentas Ferramentas - 400g - 16x2x11cm,,construcao_ferramentas_ferramentas,42,369,1,400,16,2,11
657491063e8a63247a108a4d9cedf020,Boneca Articulada 30cm,,brinquedos,25,274,1,3050,40,10,40
a388f2043ca885de714453e4fac616e2,Carregador Rápido USB-C 30W,,telefonia,50,744,1,100,16,3,11
4c6018f41a6c2e5543cc034e94f5ce5b,Cortador de Grama Manual,,ferramentas_jardim,44,2395,1,16500,40,25,26
a85543a371d5cfafedb80a8177a692b5,Lixeira Automática 5L,,utilidades_domesticas,59,470,2,750,34,14,24
6b017e0d95d8765a6f2bed3bc272c61e,Fashion Underwear E Moda Praia - 250g - 36x4x20cm,,fashion_underwear_e_moda_praia,39,422,1,250,36,4,20
6d14f72afff32795290f2df6507f063c,"Mochila Executiva 15.6""",,malas_acessorios,59,413,3,2300,84,14,20
75b433ca888fe027b18dfac89a284667,Caixa de Som Portátil 10W,,eletronicos,37,374,1,1350,33,12,26
9aa70106d14b83c7ad033592870b2b30,Kit de Limpeza Multiuso (5pç),,utilidades_domesticas,22,388,3,530,17,20,20
42fe4aefc7e8a45dd96a59af81dd3fef,Aromatizante Automotivo Lavanda,,automotivo,59,162,1,1300,20,20,20
a04cf12934a318be6550b1aeab938bf2,Sandália Rasteira Feminina 36,,fashion_calcados,59,605,5,4000,57,14,36
224703229a7c966a5b191651e1561be2,Balão de Voleibol Praia,,esporte_lazer,52,234,4,8150,20,20,20
